1,1,2007
2,1,2005
3,1,2009
4,1,2003
5,1,2011
6,2,2000
7,3,1999
8,4,1984
9,4,2006
10,4,1989
11,4,2005
12,4,1993
13,4,1997
14,5,2006
15,4,1986
16,4,2004
17,4,1987
18,4,1999
19,4,2003
20,4,1996
21,4,2000
22,4,1988
23,4,1998
24,4,1995
25,4,2002
26,4,1991
27,5,2005
28,4,2001
29,4,1994
30,4,1992
31,4,1990
32,6,2001
33,4,2007
34,5,2007
35,4,2008
36,4,2009
37,5,2008
38,4,2010
39,5,2010
40,4,2011
41,5,2011
42,7,2000
43,7,1997
44,7,1998
45,7,1999
46,7,2004
47,7,2001
48,7,1996
49,7,1986
50,7,1987
51,7,2005
52,7,2006
53,7,1989
54,7,1992
55,7,1995
56,7,1991
57,7,1985
58,7,1990
59,7,1983
60,7,2002
61,7,1984
62,7,2003
63,7,1982
64,7,1988
65,7,1994
66,7,1993
67,7,2008
68,7,2009
69,7,2010
70,7,2007
71,7,2011
72,8,1980
73,8,1993
74,8,1987
75,8,1992
76,8,1989
77,8,1986
78,8,1998
79,8,2004
80,8,1999
81,8,2000
82,8,1991
83,8,2002
84,8,1982
85,8,2003
86,8,1995
87,8,1983
88,8,1984
89,8,1996
90,8,1975
91,9,1974
92,8,2005
93,8,1990
94,8,1997
95,8,2001
96,8,2006
97,8,1988
98,8,1985
99,8,1994
100,8,1978
101,10,1974
102,8,1979
103,8,1981
104,8,1976
105,8,1977
106,8,2008
107,8,2007
108,8,2009
109,8,2010
110,8,2011
111,11,1981
112,12,2000
113,12,2006
114,12,1992
115,12,1993
116,12,2001
117,12,2005
118,12,1994
119,12,1987
120,12,1995
121,12,2003
122,12,1991
123,12,1998
124,12,1981
125,12,1990
126,12,1989
127,12,2004
128,12,1979
129,12,1986
130,12,1983
131,12,1978
132,12,1988
133,12,2002
134,12,1984
135,12,1999
136,12,1985
137,12,1996
138,13,1978
139,12,1980
140,12,1997
141,12,1982
142,12,1977
143,12,1975
144,12,1976
145,12,2007
146,14,2003
147,14,2009
148,15,2001
149,15,2000
150,15,1999
151,16,2000
152,16,1999
153,17,1999
154,17,2000
155,17,2001
156,18,1981
157,18,1996
158,18,1994
159,18,1988
160,18,1993
161,18,1989
162,18,2002
163,18,2004
164,18,1991
165,18,1997
166,18,1990
167,18,2001
168,18,2003
169,18,1982
170,18,1999
171,18,1998
172,18,2005
173,18,1995
174,18,2000
175,18,1983
176,18,2006
177,18,1986
178,19,1974
179,18,1977
180,19,1975
181,18,1992
182,19,1976
183,18,1987
184,18,1984
185,18,1976
186,18,1978
187,18,2007
188,18,2010
189,18,2009
190,18,2008
191,18,2011
192,20,1995
193,20,2000
194,20,2003
195,20,2005
196,20,2001
197,20,1997
198,20,1998
199,20,2004
200,20,2002
201,20,1996
202,20,2006
203,20,1999
204,20,1994
205,20,1992
206,20,1993
207,20,2007
208,20,2009
209,20,2008
210,20,2010
211,20,2011
212,21,2008
213,21,2009
214,21,2010
215,21,2011
